avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,language_full,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,platform,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,title_cleaned,type,volume,week,year
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Ham and Eggs #01 (1994 10)(Neon Technologies),329,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Ham_and_Eggs_01_1994-10_Neon_Technologies,,"index,nonoindex",5273771,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Ham and Eggs #01 (1994 10)(Neon Technologies),Ham and Eggs,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Happy Computer Spiele Tests 12 83 bis 09 84 (19xx)( ),74,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Happy_Computer_Spiele_Tests_12-83_bis_09-84_19xx_-,,"index,nonoindex",292266,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Happy Computer Spiele Tests 12 83 bis 09 84 (19xx)( ),Happy Computer Spiele Tests83 bis,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Harakiri #1 (1990)(Suicide Productions),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Harakiri_1_1990_Suicide_Productions,,"index,nonoindex",1264827,eng,English,,software,,2,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Harakiri #1 (1990)(Suicide Productions),Harakiri,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary,fav-bobbybig",,,,,Harakiri #2 (1990)(Havoc),92,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Harakiri_2_1990_Havoc,,"index,nonoindex",1873191,eng,English,,software,,9,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Harakiri #2 (1990)(Havoc),Harakiri,,,3,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hard Copy #1 (1990 05 30)( ),422,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hard_Copy_1_1990-05-30_-,,"index,nonoindex",11684334,eng,English,,software,,15,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hard Copy #1 (1990 05 30)( ),Hard Copy,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Headline #0 (19xx)(Lawyers Cooperative),75,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Headline_0_19xx_Lawyers_Cooperative,,"index,nonoindex",841494,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Headline #0 (19xx)(Lawyers Cooperative),Headline,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Headline #2 (19xx)(Lawyers Cooperative),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Headline_2_19xx_Lawyers_Cooperative,,"index,nonoindex",10269077,eng,English,,software,,0,,,,"07.09.2018, 12.07.2020",Commodore 64,07.09.2018,,,,,,,,,Headline #2 (19xx)(Lawyers Cooperative),Headline,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Headline #5 (19xx)(Lawyers Cooperative),61,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Headline_5_19xx_Lawyers_Cooperative,,"index,nonoindex",806440,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Headline #5 (19xx)(Lawyers Cooperative),Headline,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Headlines #1 (1990 10 20)( ),63,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Headlines_1_1990-10-20_-,,"index,nonoindex",9568539,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Headlines #1 (1990 10 20)( ),Headlines,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Headlines #2 (1991)( ),102,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Headlines_2_1991_-,,"index,nonoindex",7797713,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Headlines #2 (1991)( ),Headlines,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Heaven's Door #3 (1993 06 14)(Agnus),69,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Heavens_Door_3_1993-06-14_Agnus,,"index,nonoindex",3798197,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Heaven's Door #3 (1993 06 14)(Agnus),Heaven's Door,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Heavens Door #1 (1992 11 25)(Agnus),57,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Heavens_Door_1_1992-11-25_Agnus,,"index,nonoindex",9780233,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Heavens Door #1 (1992 11 25)(Agnus),Heavens Door,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Heavens Door #2 (1993 03 13)(Agnus),148,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Heavens_Door_2_1993-03-13_Agnus,,"index,nonoindex",6526766,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Heavens Door #2 (1993 03 13)(Agnus),Heavens Door,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Heavens Door #3 (19xx)( ),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Heavens_Door_3_19xx_-,,"index,nonoindex",3650661,eng,English,,software,,0,,,,"07.09.2018, 12.07.2020",Commodore 64,07.09.2018,,,,,,,,,Heavens Door #3 (19xx)( ),Heavens Door,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Heavens Door #4 (1993)(Agnus),57,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Heavens_Door_4_1993_Agnus,,"index,nonoindex",1211645,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Heavens Door #4 (1993)(Agnus),Heavens Door,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hellmix #02 (1991)(Satans Sons),137,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hellmix_02_1991_Satans_Sons,,"index,nonoindex",6817662,eng,English,,software,,8,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hellmix #02 (1991)(Satans Sons),Hellmix,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hellmix #03 (1992)(Satan Sons),76,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hellmix_03_1992_Satan_Sons,,"index,nonoindex",3092404,eng,English,,software,,9,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hellmix #03 (1992)(Satan Sons),Hellmix,,,2,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hellmix #04 (19xx)(Satan Sons),76,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hellmix_04_19xx_Satan_Sons,,"index,nonoindex",10085871,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hellmix #04 (19xx)(Satan Sons),Hellmix,,,0,
,ia906100_5,,,"diskmags,softwarelibrary_msdos_zzt,softwarelibrary_msdos,softwarelibrary",,,PresHGSI,01.10.1999,,110,,,"Animated GIF,Emulator Screenshot,Item Image,JPEG,JPEG Thumb,Metadata,ZIP",,zzt_hgsimag1,,"index,nonoindex",1263379,,,,software,,16,,,,"14.02.2016, 08.01.2017",MS-DOS,14.02.2016,Hyper Global Systems International (HGSI),,,,,,,ZZT diskmags,HGSI magazine #1,HGSI magazine,,,3,1999
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,"Hi Five News #1, The (1991)(Mystic)",159,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Hi-Five_News_1_The_1991_Mystic,,"index,nonoindex",4652455,eng,English,,software,,8,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,"Hi Five News #1, The (1991)(Mystic)",Hi Five News,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highlife #01 (1990 01)(Parados),64,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highlife_01_1990-01_Parados,,"index,nonoindex",7231419,eng,English,,software,,1,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highlife #01 (1990 01)(Parados),Highlife,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highlife #05 (1991 05 25)(Parados),65,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highlife_05_1991-05-25_Parados,,"index,nonoindex",1649397,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highlife #05 (1991 05 25)(Parados),Highlife,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highlife #06 (1991)(Parados),69,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highlife_06_1991_Parados,,"index,nonoindex",942769,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highlife #06 (1991)(Parados),Highlife,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highlife #07 (1991 08)(Parados),61,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highlife_07_1991-08_Parados,,"index,nonoindex",819489,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highlife #07 (1991 08)(Parados),Highlife,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highlife #08 (1991)(Parados),59,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highlife_08_1991_Parados,,"index,nonoindex",610078,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highlife #08 (1991)(Parados),Highlife,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highlife #11 (19xx)(Parados),172,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highlife_11_19xx_Parados,,"index,nonoindex",1985129,eng,English,,software,,2,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highlife #11 (19xx)(Parados),Highlife,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highscore #1 (19xx)( ),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highscore_1_19xx_-,,"index,nonoindex",462045,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highscore #1 (19xx)( ),Highscore,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highscore #2 (19xx)( ),187,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highscore_2_19xx_-,,"index,nonoindex",735933,eng,English,,software,,0,,,,"07.09.2018, 10.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highscore #2 (19xx)( ),Highscore,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Highscore #4 (19xx)( ),61,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Highscore_4_19xx_-,,"index,nonoindex",449463,eng,English,,software,,2,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Highscore #4 (19xx)( ),Highscore,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hint & Tips #01 (1992)(Power Union),258,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hint_Tips_01_1992_Power_Union,,"index,nonoindex",13137357,eng,English,,software,,1,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hint & Tips #01 (1992)(Power Union),Hint & Tips,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hint & Tips #02 (1992)(Power Union),155,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hint_Tips_02_1992_Power_Union,,"index,nonoindex",8497395,eng,English,,software,,26,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hint & Tips #02 (1992)(Power Union),Hint & Tips,,,3,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hintbook #Pre Version (19xx)(Hintbook),73,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hintbook_Pre-Version_19xx_Hintbook,,"index,nonoindex",774349,eng,English,,software,,8,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hintbook #Pre Version (19xx)(Hintbook),Hintbook,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #03 (1993 05 27)( ),100,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_03_1993-05-27_-,,"index,nonoindex",3982774,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #03 (1993 05 27)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #04 (1994 03 01)( ),109,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Hirado_04_1994-03-01_-,,"index,nonoindex",2790785,eng,English,,software,,4,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #04 (1994 03 01)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #05 (1994 05)( ),172,,,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",,Hirado_05_1994-05_-,,"index,nonoindex",6392753,eng,English,,software,,3,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #05 (1994 05)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #06 (1994 07)( ),145,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_06_1994-07_-,,"index,nonoindex",4300746,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #06 (1994 07)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #07 (1994)( ),110,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_07_1994_-,,"index,nonoindex",3315508,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #07 (1994)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #08 (1995 03 15)( ),82,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_08_1995-03-15_-,,"index,nonoindex",3295432,eng,English,,software,,1,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #08 (1995 03 15)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #09 (1995 09 15)( ),60,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_09_1995-09-15_-,,"index,nonoindex",1017365,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #09 (1995 09 15)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #10 (1995 12)( ),82,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_10_1995-12_-,,"index,nonoindex",3352069,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #10 (1995 12)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hirado #11 (1996)( ),342,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hirado_11_1996_-,,"index,nonoindex",8702479,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hirado #11 (1996)( ),Hirado,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Homo News #3 (19xx)(Hoaxers),117,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Homo_News_3_19xx_Hoaxers,,"index,nonoindex",7075438,eng,English,,software,,4,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Homo News #3 (19xx)(Hoaxers),Homo News,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary,fav-spuarchives",,,,,Homo News #4 (1991 04)(Hoaxers),188,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Homo_News_4_1991-04_Hoaxers,,"index,nonoindex",1348896,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Homo News #4 (1991 04)(Hoaxers),Homo News,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Homo News #5 (1991)(Hoaxers),126,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Homo_News_5_1991_Hoaxers,,"index,nonoindex",5672033,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Homo News #5 (1991)(Hoaxers),Homo News,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Homo News #6 (1991 07)(Hoaxers),61,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Homo_News_6_1991-07_Hoaxers,,"index,nonoindex",4767720,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Homo News #6 (1991 07)(Hoaxers),Homo News,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #03 (1990)(Flash),75,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_03_1990_Flash,,"index,nonoindex",564709,eng,English,,software,,2,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #03 (1990)(Flash),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #07 (1990 12 30)(Flash),320,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_07_1990-12-30_Flash,,"index,nonoindex",2973836,eng,English,,software,,6,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #07 (1990 12 30)(Flash),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #13 (1991 07)(Flash),80,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_13_1991-07_Flash,,"index,nonoindex",4856893,eng,English,,software,,4,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #13 (1991 07)(Flash),Hotshot,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #14 (1991 09)(Flash),207,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_14_1991-09_Flash,,"index,nonoindex",9899005,eng,English,,software,,7,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #14 (1991 09)(Flash),Hotshot,,,1,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #15 (1991 10)(Flash),262,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_15_1991-10_Flash,,"index,nonoindex",6454541,eng,English,,software,,25,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #15 (1991 10)(Flash),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #17 (1992 02)(Flash),122,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_17_1992-02_Flash,,"index,nonoindex",8456775,eng,English,,software,,0,,,,"07.09.2018, 11.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #17 (1992 02)(Flash),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #18 (1992 04 25)(Flash Inc.),149,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_18_1992-04-25_Flash_Inc.,,"index,nonoindex",4204516,eng,English,,software,,0,,,,"07.09.2018, 12.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #18 (1992 04 25)(Flash Inc.),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #18 (1992)(Flash),82,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_18_1992_Flash,,"index,nonoindex",5207107,eng,English,,software,,2,,,,"07.09.2018, 12.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #18 (1992)(Flash),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,Hotshot #19 (1992)(Flash),160,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Hotshot_19_1992_Flash,,"index,nonoindex",5873765,eng,English,,software,,2,,,,"07.09.2018, 12.07.2020",Commodore 64,07.09.2018,,,,,,,,,Hotshot #19 (1992)(Flash),Hotshot,,,0,
,ia906801_26,,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,,,,I'll Say No (1990)(Triad),62,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",,Ill_Say_No_1990_Triad,,"index,nonoindex",1071494,eng,English,,software,,0,,,,"07.09.2018, 12.07.2020",Commodore 64,07.09.2018,,,,,,,,,I'll Say No (1990)(Triad),I'll Say No,,,0,
,ia906100_5,,,"diskmags,softwarelibrary_msdos_zzt,softwarelibrary_msdos,softwarelibrary",,,Relm and D'arby Johnson,01.01.2003,,107,,,"Animated GIF,Archive BitTorrent,Emulator Screenshot,Item Image,JPEG,JPEG Thumb,Metadata,ZIP",,zzt_ITMI1,,"index,nonoindex",1359567,,,,software,,1,,,,"14.02.2016, 07.01.2017",MS-DOS,14.02.2016,,,,,,,,ZZT diskmags,IaDarb Technology magazine #1,IaDarb Technology magazine,,,1,2003
