issue,title,platform,group,release,release_converted,link,download_links,external_links
Domination 6,Domination,Commodore 64,Onslaught,January 1996,01.01.1996,https://demozoo.org//productions/106367/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Domination/Domination_issue_06.zip, https://files.scene.org/get/mags/domination/domination_issue_06.zip, https://files.scene.org/view/mags/domination/domination_issue_06.zip",https://www.pouet.net/prod.php?which=6057
Domination 7,Domination,Commodore 64,Onslaught,August 1996,01.08.1996,https://demozoo.org//productions/106373/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Domination/Domination_issue_07.zip, https://files.scene.org/get/mags/domination/domination_issue_07.zip, https://files.scene.org/view/mags/domination/domination_issue_07.zip",https://www.pouet.net/prod.php?which=6058
Domination 8,Domination,Commodore 64,Onslaught,March 1997,01.03.1997,https://demozoo.org//productions/106374/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Domination/Domination_issue_08.zip, https://files.scene.org/get/mags/domination/domination_issue_08.zip, https://files.scene.org/view/mags/domination/domination_issue_08.zip",https://www.pouet.net/prod.php?which=6059
Domination 9,Domination,Commodore 64,Onslaught,July 1997,01.07.1997,https://demozoo.org//productions/106376/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Domination/Domination_issue_09.zip, https://files.scene.org/get/mags/domination/domination_issue_09.zip, https://files.scene.org/view/mags/domination/domination_issue_09.zip",https://www.pouet.net/prod.php?which=6060
Doofus Review,Doofus Review,MS-Dos,Terratron,1 May 1994,01.05.1994,https://demozoo.org//productions/287437/,"https://files.scene.org/get/mags/reviews/terratron/doofus_review.zip, https://files.scene.org/view/mags/reviews/terratron/doofus_review.zip",
Doom Review,Doom Review,MS-Dos,Terratron,12 October 1993,12.10.1993,https://demozoo.org//productions/287436/,"https://files.scene.org/get/mags/reviews/terratron/doom_review.zip, https://files.scene.org/view/mags/reviews/terratron/doom_review.zip",
DOS 3,DOS,Amiga OCS/ECS,Sadist,1996,01.01.1996,https://demozoo.org//productions/278858/,"http://ftp.amigascne.org/pub/amiga/Groups/S/Sadist/Sadist-DOS3a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/S/Sadist/Sadist-DOS3a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/S/Sadist/Sadist-DOS3a.adf, http://ftp.amigascne.org/pub/amiga/Groups/S/Sadist/Sadist-DOS3b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/S/Sadist/Sadist-DOS3b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/S/Sadist/Sadist-DOS3b.adf, https://files.scene.org/get/mags/dos/dos3a.dms, https://files.scene.org/view/mags/dos/dos3a.dms, https://files.scene.org/get/mags/dos/dos3b.dms, https://files.scene.org/view/mags/dos/dos3b.dms",http://janeway.exotica.org.uk/release.php?id=76055
Doyadigm 1,Doyadigm,MS-Dos,Doyadigm Staff,August 1994,01.08.1994,https://demozoo.org//productions/98617/,"https://defacto2.net/d/ab2c1c7, https://files.scene.org/get/mags/doyadigm/dydgm-01.zip, https://files.scene.org/view/mags/doyadigm/dydgm-01.zip",https://defacto2.net/f/ab2c1c7
Dr. Who - The 60's Vol. 1,Dr. Who - The 60's,Amiga OCS/ECS,Tim Symonds,October 1993,01.10.1993,https://demozoo.org//productions/228047/,"http://ftp.amigascne.org/pub/amiga/Groups/NoGroup/TimSymonds-DrWho60sA.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/NoGroup/TimSymonds-DrWho60sA.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/NoGroup/TimSymonds-DrWho60sA.adf",http://janeway.exotica.org.uk/release.php?id=85526
Dr. Who - The 60's Vol. 2,Dr. Who - The 60's,Amiga OCS/ECS,Tim Symonds,October 1993,01.10.1993,https://demozoo.org//productions/228048/,"http://ftp.amigascne.org/pub/amiga/Groups/NoGroup/TimSymonds-DrWho60sB.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/NoGroup/TimSymonds-DrWho60sB.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/NoGroup/TimSymonds-DrWho60sB.adf",http://janeway.exotica.org.uk/release.php?id=85527
Dracula Fanz #5,Dracula Fanz,Amstrad CPC,Mortel,August 1995,01.08.1995,https://demozoo.org//productions/160098/,"http://cpc-power.com/index.php?page=detail&num=8271, https://ftp.untergrund.net/users/havoc/POUET/cpc/df5.zip",https://www.pouet.net/prod.php?which=7322
Dracula Fanz 1,Dracula Fanz,Amstrad CPC,Mortel,1992,01.01.1992,https://demozoo.org//productions/157720/,"https://files.scene.org/get/mags/dracula_fanz/dracula_fanz_1.zip, https://files.scene.org/view/mags/dracula_fanz/dracula_fanz_1.zip",https://www.pouet.net/prod.php?which=7317
Dracula Fanz 2,Dracula Fanz,Amstrad CPC,Mortel,,,https://demozoo.org//productions/160095/,https://ftp.untergrund.net/users/havoc/POUET/cpc/df2.zip,https://www.pouet.net/prod.php?which=7318
Dracula Fanz 3,Dracula Fanz,Amstrad CPC,Mortel,,,https://demozoo.org//productions/160096/,https://ftp.untergrund.net/users/havoc/POUET/cpc/dracula%20fanz%203.zip,https://www.pouet.net/prod.php?which=7319
Dracula Fanz 4,Dracula Fanz,Amstrad CPC,Mortel,,,https://demozoo.org//productions/160097/,https://ftp.untergrund.net/users/havoc/POUET/cpc/df4.zip,https://www.pouet.net/prod.php?which=7320
Dragon 1,Dragon,MS-Dos,Dragon,April 1997,01.04.1997,https://demozoo.org//productions/112337/,"https://files.scene.org/get/mags/dragon/dragon1.zip, https://files.scene.org/view/mags/dragon/dragon1.zip",
Dragon 2: Godzina Smoka,Dragon,MS-Dos,Dragon,21 October 1997,21.10.1997,https://demozoo.org//productions/175992/,"https://files.scene.org/get/mags/dragon/dragon2.zip, https://files.scene.org/view/mags/dragon/dragon2.zip",
Dragon 3,Dragon,MS-Dos,Dragon,25 April 1998,25.04.1998,https://demozoo.org//productions/175993/,"https://files.scene.org/get/mags/dragon/dragon3.zip, https://files.scene.org/view/mags/dragon/dragon3.zip",
Dragon 4,Dragon,MS-Dos,Dragon,14 September 1998,14.09.1998,https://demozoo.org//productions/175994/,"https://files.scene.org/get/mags/dragon/dragon4.zip, https://files.scene.org/view/mags/dragon/dragon4.zip",https://www.pouet.net/prod.php?which=52047
Dragon 5,Dragon,MS-Dos,Dragon,25 September 1999,25.09.1999,https://demozoo.org//productions/175995/,"https://files.scene.org/get/mags/dragon/dragon5.zip, https://files.scene.org/view/mags/dragon/dragon5.zip",https://www.pouet.net/prod.php?which=52970
Dragon Dice Review,Dragon,MS-Dos,The Reviewers Guild,29 June 1997,29.06.1997,https://demozoo.org//productions/287549/,"https://files.scene.org/get/mags/reviews/trg/dragon_dice_review.zip, https://files.scene.org/view/mags/reviews/trg/dragon_dice_review.zip",
Dreadloc Issue 1,Dreadloc,MS-Dos,DREADLoc,15 January 1994,15.01.1994,https://demozoo.org//productions/290219/,"https://defacto2.net/d/9e576, https://files.scene.org/get/mags/dreadloc/dlc-1.zip, https://files.scene.org/view/mags/dreadloc/dlc-1.zip, https://files.scene.org/get/mirrors/artpacks/mags/1994/dlc-1.zip, https://files.scene.org/view/mirrors/artpacks/mags/1994/dlc-1.zip",https://defacto2.net/f/9e576
Dream Charts 6 Special Sysop Edition,Dream Charts 6 Special Sysop Edition,Amiga OCS/ECS,Limited Edition,8 May 1995,08.05.1995,https://demozoo.org//productions/249170/,"http://ftp.amigascne.org/pub/amiga/Groups/Magazines/Dreamcharts/LED-DreamCharts06S.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/Magazines/Dreamcharts/LED-DreamCharts06S.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/Magazines/Dreamcharts/LED-DreamCharts06S.lha",http://janeway.exotica.org.uk/release.php?id=10942
"Dream Mag ""Hungarian Diskmag""","Dream Mag ""Hungarian Diskmag""",Amiga OCS/ECS,Dream Faktory,15 November 1996,15.11.1996,https://demozoo.org//productions/170957/,,
Dreamland 1,Dreamland,Amiga AGA,Shoah,June 1996,01.06.1996,https://demozoo.org//productions/226905/,"http://ftp.amigascne.org/pub/amiga/Groups/S/S_Others/Shoah-Dreamland1.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/S/S_Others/Shoah-Dreamland1.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/S/S_Others/Shoah-Dreamland1.adf",http://janeway.exotica.org.uk/release.php?id=73027
Dreamland 2,Dreamland,Amiga AGA,Shoah,11 August 1996,11.08.1996,https://demozoo.org//productions/226906/,"http://ftp.amigascne.org/pub/amiga/Groups/S/S_Others/Shoah-Dreamland2.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/S/S_Others/Shoah-Dreamland2.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/S/S_Others/Shoah-Dreamland2.adf",http://janeway.exotica.org.uk/release.php?id=73029
Drilling Billy Review,Drilling Billy Review,MS-Dos,The Reviewers Guild,7 April 1997,07.04.1997,https://demozoo.org//productions/287528/,"https://files.scene.org/get/mags/reviews/trg/drilling_billy_review.zip, https://files.scene.org/view/mags/reviews/trg/drilling_billy_review.zip",
Driven 29,Driven,Commodore 64,,October 1998,01.10.1998,https://demozoo.org//productions/186909/,ftp://ftp.scs-trc.net/pub/c64/Magazines/Driven/Driven_29.zip,https://csdb.dk/release/?id=5261
Driven 3,Driven,Commodore 64,,5 October 1994,05.10.1994,https://demozoo.org//productions/195455/,,
Driven 30,Driven,Commodore 64,,29 April 2005,29.04.2005,https://demozoo.org//productions/161000/,,https://csdb.dk/release/?id=17978
Driving Force Issue 01,Driving Force,Atari ST/E,,,,https://demozoo.org//productions/157636/,,
Driving Force Issue 02,Driving Force,Atari ST/E,,,,https://demozoo.org//productions/157637/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/DRIVNFRC/DRIVNF02.ZIP,
Driving Force Issue 03,Driving Force,Atari ST/E,,,,https://demozoo.org//productions/157638/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/DRIVNFRC/DRIVNF03.ZIP,
Driving Force Issue 04,Driving Force,Atari ST/E,,31 August 1995,31.08.1995,https://demozoo.org//productions/157639/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/DRIVNFRC/DRIVNF04.ZIP,
Duke Nukem 3D Review,Duke Nukem 3D Review,MS-Dos,The Reviewers Guild,7 May 1996,07.05.1996,https://demozoo.org//productions/287552/,"https://files.scene.org/get/mags/reviews/trg/duke_nukem_3d_review.zip, https://files.scene.org/view/mags/reviews/trg/duke_nukem_3d_review.zip",
Dungeon Hack Guide,Dungeon Hack,MS-Dos,Terratron,17 November 1993,17.11.1993,https://demozoo.org//productions/287452/,"https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/dungeon_hack_guide.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/dungeon_hack_guide.zip",
Dungeon Hack Review,Dungeon Hack,MS-Dos,Terratron,12 April 1993,12.04.1993,https://demozoo.org//productions/287432/,"https://files.scene.org/get/mags/reviews/terratron/dungeon_hack_review.zip, https://files.scene.org/view/mags/reviews/terratron/dungeon_hack_review.zip",
Dungeon Keeper Final Review,Dungeon Keeper,MS-Dos,The Reviewers Guild,28 June 1997,28.06.1997,https://demozoo.org//productions/287544/,"https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/dungeon_keeper_final_review.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/dungeon_keeper_final_review.zip, https://files.scene.org/get/mags/reviews/trg/dungeon_keeper_final_review.zip, https://files.scene.org/view/mags/reviews/trg/dungeon_keeper_final_review.zip",
Dungeon Keeper Review,Dungeon Keeper,MS-Dos,The Reviewers Guild,8 June 1997,08.06.1997,https://demozoo.org//productions/287543/,"https://files.scene.org/get/mags/reviews/trg/dungeon_keeper_review.zip, https://files.scene.org/view/mags/reviews/trg/dungeon_keeper_review.zip",
Duplex 10/95,Duplex,Amiga AGA,Ethic,October 1995,01.10.1995,https://demozoo.org//productions/243353/,"http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex10.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex10.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex10.lha",http://janeway.exotica.org.uk/release.php?id=27921
Duplex 11/95,Duplex,Amiga AGA,Ethic,November 1995,01.11.1995,https://demozoo.org//productions/243354/,"http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex11.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex11.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex11.lha",http://janeway.exotica.org.uk/release.php?id=27920
Duplex 6/95,Duplex,Amiga AGA,Ethic,June 1995,01.06.1995,https://demozoo.org//productions/243356/,"http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex06.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex06.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex06.lha",http://janeway.exotica.org.uk/release.php?id=27924
Duplex 7/95,Duplex,Amiga AGA,Ethic,July 1995,01.07.1995,https://demozoo.org//productions/243357/,"http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex07.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex07.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex07.lha",http://janeway.exotica.org.uk/release.php?id=27925
Duplex 8/95,Duplex,Amiga AGA,Ethic,August 1995,01.08.1995,https://demozoo.org//productions/243358/,"http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex08.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex08.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex08.lha",http://janeway.exotica.org.uk/release.php?id=27923
Duplex 9/95,Duplex,Amiga AGA,Ethic,15 September 1995,15.09.1995,https://demozoo.org//productions/243355/,"http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex04, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex04, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex04, http://ftp.amigascne.org/pub/amiga/Groups/E/Ethic/Ethic-Duplex04.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex04.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/E/Ethic/Ethic-Duplex04.lha",http://janeway.exotica.org.uk/release.php?id=27922
Dziecielina Pala 1,Dziecielina Pala,Amiga OCS/ECS,Male Chauvinist Pigs,12 November 1994 at,12.11.1994,https://demozoo.org//productions/218433/,"http://ftp.amigascne.org/pub/amiga/Groups/M/MCP/MCP-DziecielinaPala1.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/M/MCP/MCP-DziecielinaPala1.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/M/MCP/MCP-DziecielinaPala1.adf, https://files.scene.org/get/mags/dziecielina_pala/dp1.zip, https://files.scene.org/view/mags/dziecielina_pala/dp1.zip",http://janeway.exotica.org.uk/release.php?id=73154
Dziecielina Pala 26,Dziecielina Pala,Amiga OCS/ECS,Male Chauvinist Pigs,26 March 1995,26.03.1995,https://demozoo.org//productions/218434/,"http://ftp.amigascne.org/pub/amiga/Groups/M/MCP/MCP-DziecielinaPala26.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/M/MCP/MCP-DziecielinaPala26.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/M/MCP/MCP-DziecielinaPala26.adf, https://files.scene.org/get/mags/dziecielina_pala/dp26.dms, https://files.scene.org/view/mags/dziecielina_pala/dp26.dms",http://janeway.exotica.org.uk/release.php?id=73149
E-Mag Demo,E-Mag Demo,SAM Coupé,Ethanol Software Inc,1993,01.01.1993,https://demozoo.org//productions/148096/,"https://files.scene.org/get/mirrors/nvg-partial/sam-coupe/disks/demos/esi/ESIE-MagDemo.zip, https://files.scene.org/view/mirrors/nvg-partial/sam-coupe/disks/demos/esi/ESIE-MagDemo.zip",https://www.pouet.net/prod.php?which=51297
E.C.S. Info Mag 1/91,E.C.S. Info Mag,Atari 8 bit,EDV Computer Shop,January 1991,01.01.1991,https://demozoo.org//productions/113548/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/8BIT/ECS/ECS91-01.ZIP,
E.C.S. Info Mag 2/91,E.C.S. Info Mag,Atari 8 bit,EDV Computer Shop,February 1991,01.02.1991,https://demozoo.org//productions/113549/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/8BIT/ECS/ECS91-02.ZIP,
E.C.S. Info Mag 3/91,E.C.S. Info Mag,Atari 8 bit,EDV Computer Shop,March 1991,01.03.1991,https://demozoo.org//productions/113550/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/8BIT/ECS/ECS91-03.ZIP,
Earthshake #11,Earthshake,Commodore 64,Bronx,10 October 1992,10.10.1992,https://demozoo.org//productions/296773/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_11.zip, http://csdb.dk/getinternalfile.php/46181/Earthshake_11.zip","https://csdb.dk/release/?id=24491, https://www.pouet.net/prod.php?which=19646"
Earthshake #12,Earthshake,Commodore 64,Bronx,20 November 1992,20.11.1992,https://demozoo.org//productions/296774/,"ftp://c64.rulez.org/pub/c64/Demos/b/Bronx/Earthshake_12.zip, ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_12.zip, http://csdb.dk/getinternalfile.php/64318/Earthshake_12.zip","https://csdb.dk/release/?id=3982, https://www.pouet.net/prod.php?which=16476"
Earthshake #13,Earthshake,Commodore 64,Bronx,29 December 1992,29.12.1992,https://demozoo.org//productions/296775/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_13.zip, http://csdb.dk/getinternalfile.php/46182/Earthshake_13.zip","https://csdb.dk/release/?id=24488, https://www.pouet.net/prod.php?which=19647"
Earthshake #14,Earthshake,Commodore 64,Bronx,February 1993,01.02.1993,https://demozoo.org//productions/296776/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_14.zip, http://csdb.dk/getinternalfile.php/46187/Earthshake_14.zip","https://csdb.dk/release/?id=24489, https://www.pouet.net/prod.php?which=19648"
Earthshake #15,Earthshake,Commodore 64,Bronx,April 1993,01.04.1993,https://demozoo.org//productions/296777/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_15.zip, http://csdb.dk/getinternalfile.php/64319/Earthshake_15.zip","https://csdb.dk/release/?id=5270, https://www.pouet.net/prod.php?which=19649"
Earthshake #16,Earthshake,Commodore 64,Bronx,24 May 1993,24.05.1993,https://demozoo.org//productions/296778/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_16.zip, http://csdb.dk/getinternalfile.php/46188/Earthshake_16.zip","https://csdb.dk/release/?id=24490, https://www.pouet.net/prod.php?which=19650"
Earthworm Jim Review,Earthworm Jim Review,MS-Dos,ATOMiC,12 May 1995,12.05.1995,https://demozoo.org//productions/294971/,"https://defacto2.net/d/af1f47f, https://files.scene.org/get/demos/compilations/lost_found_and_more/mags_reviews/earthworm_jim_review.zip, https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/earthworm_jim_review.zip",
Echo Magazine #01,Echo Magazine,Atari ST/E,X-Ray Team,December 1994,01.12.1994,https://demozoo.org//productions/91572/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_01.ZIP,
Echo Magazine #02,Echo Magazine,Atari ST/E,X-Ray Team,1995,01.01.1995,https://demozoo.org//productions/91573/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_02.ZIP,
Echo Magazine #03,Echo Magazine,Atari ST/E,X-Ray Team,1995,01.01.1995,https://demozoo.org//productions/91574/,,
Echo Magazine #04,Echo Magazine,Atari ST/E,X-Ray Team,30 August 1995,30.08.1995,https://demozoo.org//productions/78759/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_04.ZIP,https://www.pouet.net/prod.php?which=55130
Echo Magazine #05,Echo Magazine,Atari ST/E,Creatures Of Light,1996,01.01.1996,https://demozoo.org//productions/91575/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_05.ZIP,
Echo Magazine #06,Echo Magazine,Atari ST/E,Mindwar Inc.,3 August 1997 at,03.08.1997,https://demozoo.org//productions/78760/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_06.ZIP,https://www.pouet.net/prod.php?which=55131
Echo Magazine #07,Echo Magazine,Atari ST/E,Prestige,10 January 1998,10.01.1998,https://demozoo.org//productions/78761/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_07.ZIP,https://www.pouet.net/prod.php?which=55132
Echo Magazine #08,Echo Magazine,Atari ST/E,Prestige,28 July 1998,28.07.1998,https://demozoo.org//productions/101097/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/ECHO/ECHO_08.ZIP,
Eezi-PC Maggie,Eezi-PC Maggie,Atari ST/E,Maggie Team,20 February 1997,20.02.1997,https://demozoo.org//productions/81793/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/MAGGIE/ST/SPECIAL/EEZIPC.ZIP,
EF 2000 V2.0 Review,EF 2000 V2.0 Review,MS-Dos,The Reviewers Guild,30 June 1997,30.06.1997,https://demozoo.org//productions/287554/,"https://files.scene.org/get/mags/reviews/trg/ef_2000_v2_0_review.zip, https://files.scene.org/view/mags/reviews/trg/ef_2000_v2_0_review.zip",
EFA Disk-Mag #1 (Nov 2019),EFA Disk-Mag,Atari ST/E,the Elk,18 November 2019,18.11.2019,https://demozoo.org//productions/270671/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/ST/T/THE_ELK/EFAISS1.ZIP,
EFA Disk-Mag #2 (Aug 2020),EFA Disk-Mag,Atari ST/E,the Elk,27 August 2020,27.08.2020,https://demozoo.org//productions/282984/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/ST/T/THE_ELK/EFAISS2.ZIP,
EFA Disk-Mag #3 (Sep 2020),EFA Disk-Mag,Atari ST/E,the Elk,5 September 2020,05.09.2020,https://demozoo.org//productions/283314/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/ST/T/THE_ELK/EFAISS3.ZIP,
EFA Disk-Mag #4 (Oct 2020),EFA Disk-Mag,Atari ST/E,the Elk,1 October 2020,01.10.2020,https://demozoo.org//productions/284750/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/ST/T/THE_ELK/EFAISS4.ZIP,
EFA Disk-Mag #5 (Nov 2020),EFA Disk-Mag,Atari ST/E,the Elk,31 October 2020,31.10.2020,https://demozoo.org//productions/286288/,"http://www.mediafire.com/file/g9vu4htlvozif57/EFAISS5.st/file, https://ftp.untergrund.net/users/ltk_tscc/fujiology/ST/T/THE_ELK/EFAISS5.ZIP",
Egypt #002,Egypt,Commodore 64,Cairo,May 1991,01.05.1991,https://demozoo.org//productions/323035/,http://csdb.dk/getinternalfile.php/35895/Egypt #002.zip,"https://csdb.dk/release/?id=44962, https://www.pouet.net/prod.php?which=38843"
Eiffel 03,Eiffel,Amiga OCS/ECS,Iris,1 April 1994,01.04.1994,https://demozoo.org//productions/247289/,"http://ftp.amigascne.org/pub/amiga/Groups/I/Iris/Iris-Eiffel03.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/I/Iris/Iris-Eiffel03.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/I/Iris/Iris-Eiffel03.adf",http://janeway.exotica.org.uk/release.php?id=82060
Eiffel 1,Eiffel,Amiga OCS/ECS,Iris,11 May 1993,11.05.1993,https://demozoo.org//productions/247290/,"http://ftp.amigascne.org/pub/amiga/Groups/I/Iris/Iris-Eiffel1, https://archive.scene.org/pub/mirrors/amigascne/Groups/I/Iris/Iris-Eiffel1, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/I/Iris/Iris-Eiffel1, http://ftp.amigascne.org/pub/amiga/Groups/I/Iris/Iris-Eiffel1.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/I/Iris/Iris-Eiffel1.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/I/Iris/Iris-Eiffel1.adf",http://janeway.exotica.org.uk/release.php?id=9257
