,issue,title,platform,release,collection,creator,description,downloads,format,identifier,item_size,language,mediatype,num_reviews,oai_updatedate,publicdate,publisher,reviewdate,subject,link
151,"Softdisk Magazette Volume 2, No. 06 (1983-02)(Softdisk)(Side A)",Softdisk Magazette,APPLE II,01.02.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 06 (1983-02)(Softdisk)(Side A)",107,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._06_1983_02_Softdisk_Side_A,198733,English,software,,"22.06.2014, 21.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._06_1983_02_Softdisk_Side_A
152,"Softdisk Magazette Volume 2, No. 06 (1983-02)(Softdisk)(Side B)",Softdisk Magazette,APPLE II,01.02.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 06 (1983-02)(Softdisk)(Side B)",114,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._06_1983_02_Softdisk_Side_B,200783,English,software,,"22.06.2014, 20.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._06_1983_02_Softdisk_Side_B
153,"Softdisk Magazette Volume 2, No. 07 (1983-03)(Softdisk)(Side A)",Softdisk Magazette,APPLE II,01.03.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 07 (1983-03)(Softdisk)(Side A)",218,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._07_1983_03_Softdisk_Side_A,198735,English,software,,"22.06.2014, 30.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._07_1983_03_Softdisk_Side_A
154,"Softdisk Magazette Volume 2, No. 07 (1983-03)(Softdisk)(Side B)",Softdisk Magazette,APPLE II,01.03.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 07 (1983-03)(Softdisk)(Side B)",120,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._07_1983_03_Softdisk_Side_B,198735,English,software,,"22.06.2014, 25.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._07_1983_03_Softdisk_Side_B
155,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 1 of 2 Side A)",Softdisk Magazette,APPLE II,01.04.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 1 of 2 Side A)",181,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_1_of_2_Side_A,200961,English,software,,"22.06.2014, 20.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_1_of_2_Side_A
156,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 1 of 2 Side B)",Softdisk Magazette,APPLE II,01.04.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 1 of 2 Side B)",117,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_1_of_2_Side_B,196365,English,software,,"22.06.2014, 23.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_1_of_2_Side_B
157,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 2 of 2 Side A)",Softdisk Magazette,APPLE II,01.04.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 2 of 2 Side A)",125,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_2_of_2_Side_A,196365,English,software,,"22.06.2014, 17.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_2_of_2_Side_A
158,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 2 of 2 Side B)(unk filesys)",Softdisk Magazette,APPLE II,01.04.1983,"apple_ii_library_magazines,softwarelibrary,softwarelibrary_apple,emulation",,"Softdisk Magazette Volume 2, No. 08 (1983-04)(Softdisk)(Disk 2 of 2 Side B)[unk filesys]",155,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_2_of_2_Side_B_unk_files,202215,English,software,,"22.06.2014, 27.03.2022",22.06.2014,,,,https://archive.org/details/a2_Softdisk_Magazette_Volume_2_No._08_1983_04_Softdisk_Disk_2_of_2_Side_B_unk_files
159,Softdisk Magazine August 1982 Bonus Special Side 1,Softdisk Magazine,APPLE II,01.08.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine August 1982 Bonus Special Side 1,187,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_August_1982_Bonus_Special_Side_1,348186,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_August_1982_Bonus_Special_Side_1
160,Softdisk Magazine August 1982 Bonus Special Side 2,Softdisk Magazine,APPLE II,01.08.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine August 1982 Bonus Special Side 2,91,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_August_1982_Bonus_Special_Side_2,323039,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_August_1982_Bonus_Special_Side_2
161,Softdisk Magazine August 1982 Side 1,Softdisk Magazine,APPLE II,01.08.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine August 1982 Side 1,97,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_August_1982_Side_1,272098,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_August_1982_Side_1
162,Softdisk Magazine August 1982 Side 2,Softdisk Magazine,APPLE II,01.08.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine August 1982 Side 2,83,"Advanced Audio Coding,Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata",Softdisk_Magazine_August_1982_Side_2,290188,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_August_1982_Side_2
163,Softdisk Magazine Bonus Special July 1982 Disk 1,Softdisk Magazine,APPLE II,01.07.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine Bonus Special July 1982 Disk 1,107,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_Bonus_Special_July_1982_Disk_1,321093,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_Bonus_Special_July_1982_Disk_1
164,Softdisk Magazine Bonus Special July 1982 Disk 2,Softdisk Magazine,APPLE II,01.07.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine Bonus Special July 1982 Disk 2,88,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_Bonus_Special_July_1982_Disk_2,326950,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_Bonus_Special_July_1982_Disk_2
165,Softdisk Magazine December 1981 Side 1,Softdisk Magazine,APPLE II,01.12.1981,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine December 1981 Side 1,169,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_December_1981_Side_1,584207,English,software,,"30.08.2016, 25.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_December_1981_Side_1
166,Softdisk Magazine December 1981 Side 2,Softdisk Magazine,APPLE II,01.12.1981,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine December 1981 Side 2,141,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_December_1981_Side_2,384462,English,software,,"30.08.2016, 25.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_December_1981_Side_2
167,Softdisk Magazine December 1982 Side 1,Softdisk Magazine,APPLE II,01.12.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine December 1982 Side 1,92,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_December_1982_Side_1,287076,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_December_1982_Side_1
168,Softdisk Magazine December 1982 Side 2,Softdisk Magazine,APPLE II,01.12.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine December 1982 Side 2,93,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_December_1982_Side_2,309746,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_December_1982_Side_2
169,Softdisk Magazine February 1982 Side 1,Softdisk Magazine,APPLE II,01.02.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine February 1982 Side 1,103,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_February_1982_Side_1,260050,English,software,,"30.08.2016, 25.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_February_1982_Side_1
170,Softdisk Magazine February 1982 Side 2,Softdisk Magazine,APPLE II,01.02.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine February 1982 Side 2,125,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_February_1982_Side_2,250572,English,software,,"30.08.2016, 25.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_February_1982_Side_2
171,Softdisk Magazine February 1989 Side 1,Softdisk Magazine,APPLE II,01.02.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine February 1989 Side 1,98,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_February_1989_Side_1,277955,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_February_1989_Side_1
172,Softdisk Magazine February 1989 Side 2,Softdisk Magazine,APPLE II,01.02.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine February 1989 Side 2,104,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_February_1989_Side_2,309744,English,software,,"29.08.2016, 29.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_February_1989_Side_2
173,Softdisk Magazine January 1982 Side 1,Softdisk Magazine,APPLE II,01.01.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine January 1982 Side 1,151,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_January_1982_Side_1,244081,English,software,,"30.08.2016, 25.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_January_1982_Side_1
174,Softdisk Magazine January 1982 Side 2,Softdisk Magazine,APPLE II,01.01.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine January 1982 Side 2,205,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_January_1982_Side_2,293318,English,software,,"30.08.2016, 25.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_January_1982_Side_2
175,Softdisk Magazine January 1983 Side 1,Softdisk Magazine,APPLE II,01.01.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary,emulation",,Softdisk Magazine January 1983 Side 1,140,"Animated GIF,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",Softdisk_Magazine_January_1983_Side_1,226047,English,software,,"29.08.2016, 01.04.2022",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_January_1983_Side_1
176,Softdisk Magazine January 1983 Side 2,Softdisk Magazine,APPLE II,01.01.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine January 1983 Side 2,93,"Animated GIF,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_January_1983_Side_2,314519,English,software,,"29.08.2016, 20.02.2019",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_January_1983_Side_2
177,Softdisk Magazine July 1982 Side 1,Softdisk Magazine,APPLE II,01.07.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine July 1982 Side 1,81,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_July_1982_Side_1,269531,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_July_1982_Side_1
178,Softdisk Magazine July 1982 Side 2,Softdisk Magazine,APPLE II,01.07.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine July 1982 Side 2,93,"Advanced Audio Coding,Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata",Softdisk_Magazine_July_1982_Side_2,288909,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_July_1982_Side_2
179,Softdisk Magazine June 1982 Side 1,Softdisk Magazine,APPLE II,01.06.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine June 1982 Side 1,111,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_June_1982_Side_1,288182,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_June_1982_Side_1
180,Softdisk Magazine June 1982 Side 2,Softdisk Magazine,APPLE II,01.06.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine June 1982 Side 2,92,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_June_1982_Side_2,272285,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_June_1982_Side_2
181,Softdisk Magazine Keeper September 1983 Side 1,Softdisk Magazine,APPLE II,01.09.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine Keeper September 1983 Side 1,84,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_Keeper_September_1983_Side_1,263977,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_Keeper_September_1983_Side_1
182,Softdisk Magazine Keeper September 1983 Side 2,Softdisk Magazine,APPLE II,01.09.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine Keeper September 1983 Side 2,129,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_Keeper_September_1983_Side_2,570728,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_Keeper_September_1983_Side_2
183,Softdisk Magazine March 1982 Side 1,Softdisk Magazine,APPLE II,01.03.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine March 1982 Side 1,147,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_March_1982_Side_1,292726,English,software,,"30.08.2016, 26.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_March_1982_Side_1
184,Softdisk Magazine March 1982 Side 2,Softdisk Magazine,APPLE II,01.03.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine March 1982 Side 2,103,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_March_1982_Side_2,247106,English,software,,"30.08.2016, 26.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_March_1982_Side_2
185,Softdisk Magazine November 1981 Side 1,Softdisk Magazine,APPLE II,01.11.1981,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine November 1981 Side 1,220,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_November_1981_Side_1,460294,English,software,,"30.08.2016, 26.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_November_1981_Side_1
186,Softdisk Magazine November 1981 Side 2,Softdisk Magazine,APPLE II,01.11.1981,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine November 1981 Side 2,112,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_November_1981_Side_2,196445,English,software,,"30.08.2016, 26.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_November_1981_Side_2
187,Softdisk Magazine November 1982 Side 1,Softdisk Magazine,APPLE II,01.11.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine November 1982 Side 1,103,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_November_1982_Side_1,278433,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_November_1982_Side_1
188,Softdisk Magazine November 1982 Side 2,Softdisk Magazine,APPLE II,01.11.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine November 1982 Side 2,96,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_November_1982_Side_2,309746,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_November_1982_Side_2
189,Softdisk Magazine October 1981 Side 1,Softdisk Magazine,APPLE II,01.10.1981,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine October 1981 Side 1,196,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_October_1981_Side_1,263356,English,software,,"30.08.2016, 26.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_October_1981_Side_1
190,Softdisk Magazine October 1981 Side 2,Softdisk Magazine,APPLE II,01.10.1981,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine October 1981 Side 2,151,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_October_1981_Side_2,370789,English,software,,"30.08.2016, 26.12.2016",30.08.2016,,,,https://archive.org/details/Softdisk_Magazine_October_1981_Side_2
191,Softdisk Magazine September 1982 Disk 1,Softdisk Magazine,APPLE II,01.09.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine September 1982 Disk 1,116,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_September_1982_Disk_1,250341,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_September_1982_Disk_1
192,Softdisk Magazine September 1982 Disk 2,Softdisk Magazine,APPLE II,01.09.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magazine September 1982 Disk 2,146,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magazine_September_1982_Disk_2,309761,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magazine_September_1982_Disk_2
193,Softdisk Magizette July !983 Side 1,Softdisk Magizette,APPLE II,01.07.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magizette July !983 Side 1,79,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magizette_July_983_Side_1,316770,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magizette_July_983_Side_1
194,Softdisk Magizette July !983 Side 2,Softdisk Magizette,APPLE II,01.07.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Magizette July !983 Side 2,93,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Magizette_July_983_Side_2,312370,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Magizette_July_983_Side_2
195,Softdisk Special Demo RIAG Contributor Disk 10,Softdisk Special,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softdisk Special Demo RIAG Contributor Disk 10,69,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softdisk_Special_Demo_RIAG_Contributor_Disk_10,255321,English,software,,"29.08.2016, 09.01.2017",29.08.2016,,,,https://archive.org/details/Softdisk_Special_Demo_RIAG_Contributor_Disk_10
196,Softside DV Magazine Issue 30 Escape From the Dungeon of the Gods SWAT Kbyter Dr Livingston,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 30 Escape From the Dungeon of the Gods SWAT Kbyter Dr Livingston,141,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_30_Escape_From_the_Dungeon_of_the_Gods_SWAT_Kbyter_Dr,304715,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_30_Escape_From_the_Dungeon_of_the_Gods_SWAT_Kbyter_Dr
197,Softside DV Magazine Issue 31 CATS Puzzle Jumble Kbyter Applesoft Extensions DOS 3.3 Notice,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 31 CATS Puzzle Jumble Kbyter Applesoft Extensions DOS 3.3 Notice,101,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_31_CATS_Puzzle_Jumble_Kbyter_Applesoft_Extensions_DOS,312513,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_31_CATS_Puzzle_Jumble_Kbyter_Applesoft_Extensions_DOS
198,Softside DV Magazine Issue 32 CATS 2 Operation Cloze Sabotage Kybter32,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 32 CATS 2 Operation Cloze Sabotage Kybter32,138,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_32_CATS_2_Operation_Cloze_Sabotage_Kybter32,346326,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_32_CATS_2_Operation_Cloze_Sabotage_Kybter32
199,Softside DV Magazine Issue 33 Defense Shape Wizard Character Gen Note,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 33 Defense Shape Wizard Character Gen Note,125,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_33_Defense_Shape_Wizard_Character_Gen_Note,346174,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_33_Defense_Shape_Wizard_Character_Gen_Note
200,Softside DV Magazine Issue 34 Fugue Sabotage Alphie Auto Menu,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 34 Fugue Sabotage Alphie Auto Menu,142,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_34_Fugue_Sabotage_Alphie_Auto_Menu,345770,English,software,,"29.08.2016, 24.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_34_Fugue_Sabotage_Alphie_Auto_Menu
201,Softside DV Magazine Issue 45 Stomp Shape Play Psychedelics Apple Diskourse Paddle Color Fill,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 45 Stomp Shape Play Psychedelics Apple Diskourse Paddle Color Fill,106,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_45_Stomp_Shape_Play_Psychedelics_Apple_Diskourse_Padd,351352,English,software,,"29.08.2016, 26.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_45_Stomp_Shape_Play_Psychedelics_Apple_Diskourse_Padd
