issue,title,platform,group,release,release_converted,link,download_links,external_links
Silesia #4,Silesia,Amiga OCS/ECS,Illusion,,,https://www.pouet.net/prod.php?which=33034,https://files.scene.org/view/mirrors/amigascne/Groups/I/Illusion-PL/ILLUSION-Silesia04.dms,"http://demozoo.org/productions/246711/, https://www.pouet.net/mirrors.php?which=33034"
Silesia #5,Silesia,Amiga OCS/ECS,Illusion,,,https://www.pouet.net/prod.php?which=33032,https://files.scene.org/view/mirrors/amigascne/Groups/I/Illusion-PL/ILLUSION-Silesia05.dms,"http://demozoo.org/productions/246712/, https://www.pouet.net/mirrors.php?which=33032"
Silesia #6,Silesia,Amiga OCS/ECS,Illusion,,,https://www.pouet.net/prod.php?which=33050,https://files.scene.org/view/mags/silesia/silesia_6.zip,"http://demozoo.org/productions/246713/, https://www.pouet.net/mirrors.php?which=33050"
Silesia #7,Silesia,Amiga AGA,Illusion,,,https://www.pouet.net/prod.php?which=33051,https://files.scene.org/view/mags/silesia/silesia_7a.zip,"http://demozoo.org/productions/246714/, https://files.scene.org/view/mags/silesia/silesia_7b.zip, https://www.pouet.net/mirrors.php?which=33051"
Silesia #8,Silesia,Amiga AGA,Illusion,,,https://www.pouet.net/prod.php?which=33052,https://files.scene.org/view/mags/silesia/silesia_8a.zip,"http://demozoo.org/productions/225333/, https://files.scene.org/view/mags/silesia/silesia_8b.zip, https://www.pouet.net/mirrors.php?which=33052"
Silesia #9,Silesia,Amiga AGA,Illusion,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=33053,https://files.scene.org/view/mags/silesia/silesia_9.zip,"http://demozoo.org/productions/246715/, https://www.pouet.net/mirrors.php?which=33053"
Sinner #1,Sinner,Windows,Spiral,september 2001,01.09.2001,https://www.pouet.net/prod.php?which=5221,https://files.scene.org/view/mags/sinner/sinner1.zip,"http://demozoo.org/productions/175630/, https://www.pouet.net/mirrors.php?which=5221"
Sinner #2,Sinner,Windows,Spiral,march 2002,01.03.2002,https://www.pouet.net/prod.php?which=6722,https://ftp.wireland.org/pub/scene/mags/sinner/%232/SINNER2-V130-GOOD.rar,"http://demozoo.org/productions/175631/, https://www.pouet.net/mirrors.php?which=6722"
Skumslik #28,Skumslik,Commodore 64,Depredators,april 1990,01.04.1990,https://www.pouet.net/prod.php?which=35356,http://noname.c64.org/csdb/release/download.php?id=7467,"http://csdb.dk/release/?id=10223, https://www.pouet.net/mirrors.php?which=35356"
Skyhigh #10,Skyhigh,Commodore 64,Oxyron,1994,01.01.1994,https://www.pouet.net/prod.php?which=41452,http://csdb.dk/getinternalfile.php/57784/Skyhigh_10.zip,"http://csdb.dk/release/?id=5466, http://demozoo.org/productions/158125/, https://www.pouet.net/mirrors.php?which=41452"
Skyhigh #11,Skyhigh,Commodore 64,Oxyron,1994,01.01.1994,https://www.pouet.net/prod.php?which=41451,http://noname.c64.org/csdb/release/download.php?id=24115,"http://csdb.dk/release/?id=5467, http://demozoo.org/productions/158126/, https://www.pouet.net/mirrors.php?which=41451"
Skyhigh #12,Skyhigh,Commodore 64,Oxyron,1994,01.01.1994,https://www.pouet.net/prod.php?which=41450,http://csdb.dk/getinternalfile.php/57783/Skyhigh_12.zip,"http://csdb.dk/release/?id=5468, http://demozoo.org/productions/158127/, https://www.pouet.net/mirrors.php?which=41450"
Skyhigh #13,Skyhigh,Commodore 64,Oxyron,1994,01.01.1994,https://www.pouet.net/prod.php?which=41449,http://csdb.dk/getinternalfile.php/57782/Skyhigh_13.zip,"http://csdb.dk/release/?id=4326, http://demozoo.org/productions/158128/, https://www.pouet.net/mirrors.php?which=41449"
Skyhigh #14,Skyhigh,Commodore 64,Oxyron,1994,01.01.1994,https://www.pouet.net/prod.php?which=41448,http://noname.c64.org/csdb/release/download.php?id=41433,"http://csdb.dk/release/?id=5469, http://demozoo.org/productions/74988/, https://www.pouet.net/mirrors.php?which=41448"
Skyhigh #15,Skyhigh,Commodore 64,Camelot,february 1995,01.02.1995,https://www.pouet.net/prod.php?which=34886,http://noname.c64.org/csdb/release/download.php?id=25906,"http://csdb.dk/release/?id=5470, http://demozoo.org/productions/158129/, https://www.pouet.net/mirrors.php?which=34886"
Skyhigh #16,Skyhigh,Commodore 64,Camelot,may 1995,01.05.1995,https://www.pouet.net/prod.php?which=34885,http://csdb.dk/getinternalfile.php/39623/Skyhigh_16.zip,"http://csdb.dk/release/?id=48389, http://demozoo.org/productions/158130/, https://www.pouet.net/mirrors.php?which=34885"
Skyhigh #17,Skyhigh,Commodore 64,Camelot,june 1995,01.06.1995,https://www.pouet.net/prod.php?which=34884,http://csdb.dk/getinternalfile.php/40438/Skyhigh_17.zip,"http://csdb.dk/release/?id=3249, http://demozoo.org/productions/158131/, https://www.pouet.net/mirrors.php?which=34884"
Skyhigh #18,Skyhigh,Commodore 64,Camelot,september 1995,01.09.1995,https://www.pouet.net/prod.php?which=34883,http://csdb.dk/getinternalfile.php/39624/Skyhigh_18.zip,"http://csdb.dk/release/?id=48394, http://demozoo.org/productions/158132/, https://www.pouet.net/mirrors.php?which=34883"
Skyhigh #19,Skyhigh,Commodore 64,Camelot,november 1999,01.11.1999,https://www.pouet.net/prod.php?which=34898,http://noname.c64.org/csdb/release/download.php?id=58690,"http://csdb.dk/release/?id=48397, http://demozoo.org/productions/158133/, https://www.pouet.net/mirrors.php?which=34898"
Skyhigh #2,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41461,http://csdb.dk/getinternalfile.php/39600/Skyhigh_02.zip,"http://csdb.dk/release/?id=48369, http://demozoo.org/productions/143762/, https://www.pouet.net/mirrors.php?which=41461"
Skyhigh #20,Skyhigh,Commodore 64,Camelot,january 1996,01.01.1996,https://www.pouet.net/prod.php?which=34881,http://csdb.dk/getinternalfile.php/57785/Skyhigh_20.zip,"http://csdb.dk/release/?id=5471, http://demozoo.org/productions/158134/, https://www.pouet.net/mirrors.php?which=34881"
Skyhigh #21,Skyhigh,Commodore 64,Camelot,november 1995,01.11.1995,https://www.pouet.net/prod.php?which=34882,http://csdb.dk/getinternalfile.php/57957/Skyhigh_21.zip,"http://csdb.dk/release/?id=5735, http://demozoo.org/productions/158135/, https://www.pouet.net/mirrors.php?which=34882"
Skyhigh #3,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41460,http://noname.c64.org/csdb/release/download.php?id=1956,"http://csdb.dk/release/?id=5461, http://demozoo.org/productions/158116/, https://www.pouet.net/mirrors.php?which=41460"
Skyhigh #4,Skyhigh,Commodore 64,Oxyron,may 1993,01.05.1993,https://www.pouet.net/prod.php?which=41459,http://csdb.dk/getinternalfile.php/39607/Skyhigh04.zip,"http://csdb.dk/release/?id=48374, http://demozoo.org/productions/158117/, https://www.pouet.net/mirrors.php?which=41459"
Skyhigh #5,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41457,http://noname.c64.org/csdb/release/download.php?id=41432,"http://csdb.dk/release/?id=5462, http://demozoo.org/productions/158118/, https://www.pouet.net/mirrors.php?which=41457"
Skyhigh #6,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41462,http://csdb.dk/getinternalfile.php/39617/skyhigh_06.zip,"http://csdb.dk/release/?id=48386, http://demozoo.org/productions/158119/, https://www.pouet.net/mirrors.php?which=41462"
Skyhigh #7,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41455,http://noname.c64.org/csdb/release/download.php?id=41431,"http://csdb.dk/release/?id=5463, http://demozoo.org/productions/158120/, https://www.pouet.net/mirrors.php?which=41455"
Skyhigh #8,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41454,http://noname.c64.org/csdb/release/download.php?id=30778,"http://csdb.dk/release/?id=5464, http://demozoo.org/productions/158123/, https://www.pouet.net/mirrors.php?which=41454"
Skyhigh #9,Skyhigh,Commodore 64,Oxyron,1993,01.01.1993,https://www.pouet.net/prod.php?which=41453,http://noname.c64.org/csdb/release/download.php?id=30776,"http://csdb.dk/release/?id=5465, http://demozoo.org/productions/158124/, https://www.pouet.net/mirrors.php?which=41453"
Skynet Times issue 2,Skynet Times,Atari ST,Skynet,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=30861,http://equinox.planet-d.net/pouet/SKYNET2.MSA,"http://demozoo.org/productions/75712/, https://www.pouet.net/mirrors.php?which=30861"
Skynet Times issue 7,Skynet Times,Atari ST,Skynet,september 1995,01.09.1995,https://www.pouet.net/prod.php?which=30859,http://equinox.planet-d.net/pouet/SKYNET7.MSA,"http://demozoo.org/productions/75714/, https://www.pouet.net/mirrors.php?which=30859"
Sledge Hammer #10 english,Sledge Hammer,Amiga OCS/ECS,Absolute!,december 1992,01.12.1992,https://www.pouet.net/prod.php?which=32042,https://files.scene.org/view/mirrors/amigascne/Groups/A/Absolute/ABSOLUTE-SledgeHammer10.DMS,"http://demozoo.org/productions/231946/, https://www.pouet.net/mirrors.php?which=32042"
sledge hammer #11,Sledge Hammer,Amiga OCS/ECS,Absolute!,april 1993,01.04.1993,https://www.pouet.net/prod.php?which=15596,https://files.scene.org/view/mirrors/amigascne/Groups/A/Absolute/Absolute-SledgeHammer11.dms,"http://demozoo.org/productions/173096/, https://www.pouet.net/mirrors.php?which=15596"
sledge hammer #12,Sledge Hammer,"Amiga AGA, Amiga OCS/ECS",Absolute!,december 1993,01.12.1993,https://www.pouet.net/prod.php?which=15597,http://ftp.amigascne.org/pub/amiga/Groups/A/Absolute/ABSOLUTE-SledgeHammer12.DMS,"http://demozoo.org/productions/231948/, https://www.pouet.net/mirrors.php?which=15597"
Sledge Hammer #13 english,Sledge Hammer,Amiga OCS/ECS,Absolute!,june 1994,01.06.1994,https://www.pouet.net/prod.php?which=11991,https://files.scene.org/view/mirrors/amigascne/Groups/A/Absolute/Absolute-SledgeHammer13A.dms,"http://demozoo.org/productions/193311/, https://files.scene.org/view/mirrors/amigascne/Groups/A/Absolute/Absolute-SledgeHammer13B.dms, https://www.pouet.net/mirrors.php?which=11991"
Sledge Hammer 14h,Sledge Hammer,Amiga OCS/ECS,"Frame18, Promise Home Entertainment",april 1996,01.04.1996,https://www.pouet.net/prod.php?which=71127,http://ftp.amigascne.org/pub/amiga/Groups/P/Promise/SLEDGE14.DMS,"http://demozoo.org/productions/199739/, https://www.pouet.net/mirrors.php?which=71127"
SLONECZNIK #3,SLONECZNIK,Windows,Suspend,november 2003,01.11.2003,https://www.pouet.net/prod.php?which=11067,https://ftp.wireland.org/pub/scene/mags/slonecznik/%233/Skonecznik%233.zip,https://www.pouet.net/mirrors.php?which=11067
Slowpoke #1,Slowpoke,Commodore 64,Warriors of Time,february 1990,01.02.1990,https://www.pouet.net/prod.php?which=44974,http://noname.c64.org/csdb/release/download.php?id=11788,"http://csdb.dk/release/?id=9815, http://demozoo.org/productions/267986/, https://www.pouet.net/mirrors.php?which=44974"
Slowpoke #2,Slowpoke,Commodore 64,Warriors of Time,1990,01.01.1990,https://www.pouet.net/prod.php?which=44973,http://csdb.dk/getinternalfile.php/42385/Slowpoke_02.zip,"http://csdb.dk/release/?id=50889, http://demozoo.org/productions/267987/, https://www.pouet.net/mirrors.php?which=44973"
Slowpoke #3,Slowpoke,Commodore 64,Warriors of Time,may 1990,01.05.1990,https://www.pouet.net/prod.php?which=44971,http://noname.c64.org/csdb/release/download.php?id=61835,"http://csdb.dk/release/?id=50888, http://demozoo.org/productions/267988/, https://www.pouet.net/mirrors.php?which=44971"
Slowpoke #4,Slowpoke,Commodore 64,Warriors of Time,august 1990,01.08.1990,https://www.pouet.net/prod.php?which=44970,http://noname.c64.org/csdb/release/download.php?id=61839,"http://csdb.dk/release/?id=50890, http://demozoo.org/productions/267989/, https://www.pouet.net/mirrors.php?which=44970"
Slowpoke #5,Slowpoke,Commodore 64,Offence,1992,01.01.1992,https://www.pouet.net/prod.php?which=43583,http://noname.c64.org/csdb/release/download.php?id=16732,"http://csdb.dk/release/?id=5472, http://demozoo.org/productions/267994/, https://www.pouet.net/mirrors.php?which=43583"
Slowpoke #6,Slowpoke,Commodore 64,Offence,1992,01.01.1992,https://www.pouet.net/prod.php?which=43584,http://csdb.dk/getinternalfile.php/42387/Slowpoke_06.zip,"http://csdb.dk/release/?id=50891, http://demozoo.org/productions/267995/, https://www.pouet.net/mirrors.php?which=43584"
SMagFX #1,"SMag-FX, SMagFX",Atari ST,"Dead Hackers Society, SMFX",august 2018,01.08.2018,https://www.pouet.net/prod.php?which=77322,http://files.dhs.nu/demos/smagfx1.zip,"http://demozoo.org/productions/191003/, https://www.youtube.com/watch?v=7PYo0QSTCWA, https://www.pouet.net/mirrors.php?which=77322"
SMagFX #2,"SMag-FX, SMagFX",Atari ST,"Masters Of Electric City, SMFX, Maggie Team",february 2019,01.02.2019,https://www.pouet.net/prod.php?which=80091,http://frummel.org/~weedz/atari/prods/smagfx2.zip,"http://demozoo.org/productions/199016/, https://www.youtube.com/watch?v=5GC0LMbH4Qw, https://www.pouet.net/mirrors.php?which=80091"
SMagFX #3,"SMag-FX, SMagFX",Atari ST,SMFX,july 2020,01.07.2020,https://www.pouet.net/prod.php?which=86128,http://frummel.org/~weedz/atari/prods/smagfx3.zip,"http://demozoo.org/productions/280183/, https://youtu.be/pI91xHwqvxM, https://www.pouet.net/mirrors.php?which=86128"
SMagFX-4 - Eko Edition,"SMag-FX, SMagFX",Atari ST,SMFX,december 2021,01.12.2021,https://www.pouet.net/prod.php?which=90555,http://frummel.org/~weedz/atari/prods/smagfx4.zip,"http://demozoo.org/productions/303774/, https://www.youtube.com/watch?v=csNURt2ghqw, https://www.pouet.net/mirrors.php?which=90555"
Smash #08,Smash,Commodore 64,System,february 1995,01.02.1995,https://www.pouet.net/prod.php?which=35646,http://csdb.dk/getinternalfile.php/49024/Smash_08.zip,"http://csdb.dk/release/?id=56869, https://www.pouet.net/mirrors.php?which=35646"
Smash #12,Smash,Commodore 64,System,october 1995,01.10.1995,https://www.pouet.net/prod.php?which=35643,http://noname.c64.org/csdb/release/download.php?id=1899,"http://csdb.dk/release/?id=5474, https://www.pouet.net/mirrors.php?which=35643"
Smash #13,Smash,Commodore 64,System,february 1996,01.02.1996,https://www.pouet.net/prod.php?which=35641,http://noname.c64.org/csdb/release/download.php?id=1900,"http://csdb.dk/release/?id=5475, https://www.pouet.net/mirrors.php?which=35641"
Smash #4,Smash,Commodore 64,System,september 1993,01.09.1993,https://www.pouet.net/prod.php?which=35659,http://csdb.dk/getinternalfile.php/57960/Smash_04.zip,"http://csdb.dk/release/?id=5473, https://www.pouet.net/mirrors.php?which=35659"
Smash News #1,Smash News,Commodore 64,The Cracker Duo,1991,01.01.1991,https://www.pouet.net/prod.php?which=38810,http://csdb.dk/getinternalfile.php/33054/SNEWS1.D64,"http://csdb.dk/release/?id=16739, https://www.pouet.net/mirrors.php?which=38810"
Smash News #2,Smash News,Commodore 64,The Cracker Duo,1991,01.01.1991,https://www.pouet.net/prod.php?which=38809,http://csdb.dk/getinternalfile.php/33052/SNEWS2.D64,"http://csdb.dk/release/?id=16740, https://www.pouet.net/mirrors.php?which=38809"
Smasher #5,Smasher,Commodore 64,The Sharks,1991,01.01.1991,https://www.pouet.net/prod.php?which=42864,http://csdb.dk/getinternalfile.php/38947/SMASHER%235-SHARKS.T64,"http://csdb.dk/release/?id=47814, https://www.pouet.net/mirrors.php?which=42864"
Smok Issue #1,Smok,MS-Dos,Adrar Design,may 1995,01.05.1995,https://www.pouet.net/prod.php?which=18277,https://files.scene.org/view/mags/smok/adrards_smok01.zip,"http://demozoo.org/productions/30424/, https://www.pouet.net/mirrors.php?which=18277"
Smok Issue #2,Smok,MS-Dos,Adrar Design,july 1995,01.07.1995,https://www.pouet.net/prod.php?which=18278,https://files.scene.org/view/mags/smok/adrards_smok02.zip,"http://demozoo.org/productions/30425/, https://www.pouet.net/mirrors.php?which=18278"
Smooth Criminal #2,Smooth Criminal (2),Commodore 64,Zone 45,1989,01.01.1989,https://www.pouet.net/prod.php?which=46172,http://csdb.dk/getinternalfile.php/78451/0134b.d64,"http://csdb.dk/release/?id=45169, http://demozoo.org/productions/158109/, https://www.pouet.net/mirrors.php?which=46172"
Smooth Criminal #3,Smooth Criminal (2),Commodore 64,Zone 45,1990,01.01.1990,https://www.pouet.net/prod.php?which=46161,http://csdb.dk/getinternalfile.php/78472/0148b.d64,"http://csdb.dk/release/?id=45170, http://demozoo.org/productions/158110/, https://www.pouet.net/mirrors.php?which=46161"
Smooth Criminal #3,Smooth Criminal (1),Amiga OCS/ECS,Dual Crew Shining,1993,01.01.1993,https://www.pouet.net/prod.php?which=27440,https://files.scene.org/view/mirrors/amigascne/Groups/D/Dual-Crew_Shining/DCS-SmoothCriminal3,"http://demozoo.org/productions/241858/, https://www.pouet.net/mirrors.php?which=27440"
Smooth Criminal #4,Smooth Criminal (2),Commodore 64,Zone 45,1990,01.01.1990,https://www.pouet.net/prod.php?which=46162,http://csdb.dk/getinternalfile.php/78451/0134b.d64,"http://csdb.dk/release/?id=45168, http://demozoo.org/productions/158111/, https://www.pouet.net/mirrors.php?which=46162"
Smooth Criminal #5,Smooth Criminal (2),Commodore 64,Paragon,1991,01.01.1991,https://www.pouet.net/prod.php?which=44443,http://csdb.dk/getinternalfile.php/78451/0134b.d64,"http://csdb.dk/release/?id=45171, http://demozoo.org/productions/158112/, https://www.pouet.net/mirrors.php?which=44443"
Smooth Criminal #6,Smooth Criminal (2),Commodore 64,Paragon,april 1991,01.04.1991,https://www.pouet.net/prod.php?which=44442,http://csdb.dk/getinternalfile.php/36129/Smooth Criminal%236.zip,"http://csdb.dk/release/?id=45166, http://demozoo.org/productions/158113/, https://www.pouet.net/mirrors.php?which=44442"
Smooth Criminal #7,Smooth Criminal (2),Commodore 64,Paragon,1991,01.01.1991,https://www.pouet.net/prod.php?which=44444,http://csdb.dk/getinternalfile.php/36130/smoothcriminal07.zip,"http://csdb.dk/release/?id=45167, http://demozoo.org/productions/158114/, https://www.pouet.net/mirrors.php?which=44444"
smooth criminal 1,Smooth Criminal (1),Amiga OCS/ECS,Dual Crew,1990,01.01.1990,https://www.pouet.net/prod.php?which=52911,http://ftp.amigascne.org/pub/amiga/Groups/D/Dual-Crew/DUAL_CREW-SmoothCriminal1,"http://demozoo.org/productions/241937/, https://www.pouet.net/mirrors.php?which=52911"
smooth criminal 2,Smooth Criminal (1),Amiga OCS/ECS,Dual Crew,april 1990,01.04.1990,https://www.pouet.net/prod.php?which=52912,http://ftp.amigascne.org/pub/amiga/Groups/D/Dual-Crew/DUAL_CREW-SmoothCriminal2.dms,"http://demozoo.org/productions/241938/, https://www.pouet.net/mirrors.php?which=52912"
Smurffi #1,Smurffi,"MS-Dos, MS-Dos/gus","Fit, The Funky IceCream Machine, Lieves!Tuore",1996,01.01.1996,https://www.pouet.net/prod.php?which=52892,http://ftp.kameli.net/pub/fit/smurffi/smurffi1.zip,"http://demozoo.org/productions/160684/, https://www.pouet.net/mirrors.php?which=52892"
Smurffi #2,Smurffi,"MS-Dos, MS-Dos/gus","Fit, The Funky IceCream Machine, Lieves!Tuore",1996,01.01.1996,https://www.pouet.net/prod.php?which=52893,http://ftp.kameli.net/pub/fit/smurffi2/smurffi2.zip,"http://demozoo.org/productions/160685/, https://www.pouet.net/mirrors.php?which=52893"
Smurffi #3,Smurffi,"MS-Dos, MS-Dos/gus","Fit, Lieves!Tuore, The Funky IceCream Machine",june 1997,01.06.1997,https://www.pouet.net/prod.php?which=21121,https://files.scene.org/view/mags/smurffi/smurffi3.zip,"http://demozoo.org/productions/160686/, https://www.pouet.net/mirrors.php?which=21121"
SNES Trainer Charts 06/94,SNES Trainer Charts,Nintendo SNES/Super FamiCom,,june 1994,01.06.1994,https://www.pouet.net/prod.php?which=54520,http://revenant1.net/SNES%20Trainer%20Charts%20(PD).smc,"http://demozoo.org/productions/205446/, https://www.pouet.net/mirrors.php?which=54520"
soapmag #1,soapmag,MS-Dos,,march 1996,01.03.1996,https://www.pouet.net/prod.php?which=6365,https://files.scene.org/view/mags/soapmag/sp_mag1l.zip,https://www.pouet.net/mirrors.php?which=6365
Sock-It #1,Sock-It,Commodore 64,Ability,april 1991,01.04.1991,https://www.pouet.net/prod.php?which=47043,http://csdb.dk/getinternalfile.php/36128/SOCK-IT%21_01ABL_.T64,"http://csdb.dk/release/?id=45165, http://demozoo.org/productions/191862/, https://www.pouet.net/mirrors.php?which=47043"
Software Chronicles Digest #1,Software Chronicles Digest,MS-Dos,,november 1990,01.11.1990,https://www.pouet.net/prod.php?which=22776,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-1.zip,https://www.pouet.net/mirrors.php?which=22776
Software Chronicles Digest #10,Software Chronicles Digest,MS-Dos,,september 1991,01.09.1991,https://www.pouet.net/prod.php?which=22785,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-10.zip,https://www.pouet.net/mirrors.php?which=22785
Software Chronicles Digest #11,Software Chronicles Digest,MS-Dos,,october 1991,01.10.1991,https://www.pouet.net/prod.php?which=22786,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-11.zip,https://www.pouet.net/mirrors.php?which=22786
Software Chronicles Digest #12,Software Chronicles Digest,MS-Dos,,november 1991,01.11.1991,https://www.pouet.net/prod.php?which=22787,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-12.zip,https://www.pouet.net/mirrors.php?which=22787
Software Chronicles Digest #13,Software Chronicles Digest,MS-Dos,,november 1991,01.11.1991,https://www.pouet.net/prod.php?which=22789,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-13.zip,https://www.pouet.net/mirrors.php?which=22789
Software Chronicles Digest #14,Software Chronicles Digest,MS-Dos,,march 1992,01.03.1992,https://www.pouet.net/prod.php?which=22790,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-14.zip,https://www.pouet.net/mirrors.php?which=22790
Software Chronicles Digest #15,Software Chronicles Digest,MS-Dos,,december 1992,01.12.1992,https://www.pouet.net/prod.php?which=22794,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-15.zip,https://www.pouet.net/mirrors.php?which=22794
Software Chronicles Digest #2,Software Chronicles Digest,MS-Dos,,december 1990,01.12.1990,https://www.pouet.net/prod.php?which=22777,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-2.zip,https://www.pouet.net/mirrors.php?which=22777
Software Chronicles Digest #3,Software Chronicles Digest,MS-Dos,,january 1991,01.01.1991,https://www.pouet.net/prod.php?which=22778,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-3.zip,https://www.pouet.net/mirrors.php?which=22778
Software Chronicles Digest #4,Software Chronicles Digest,MS-Dos,,march 1991,01.03.1991,https://www.pouet.net/prod.php?which=22779,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-4.zip,https://www.pouet.net/mirrors.php?which=22779
Software Chronicles Digest #5,Software Chronicles Digest,MS-Dos,,april 1991,01.04.1991,https://www.pouet.net/prod.php?which=22780,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-5.zip,https://www.pouet.net/mirrors.php?which=22780
Software Chronicles Digest #6,Software Chronicles Digest,MS-Dos,,may 1991,01.05.1991,https://www.pouet.net/prod.php?which=22781,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-6.zip,https://www.pouet.net/mirrors.php?which=22781
Software Chronicles Digest #7,Software Chronicles Digest,MS-Dos,,june 1991,01.06.1991,https://www.pouet.net/prod.php?which=22782,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-7.zip,https://www.pouet.net/mirrors.php?which=22782
Software Chronicles Digest #8,Software Chronicles Digest,MS-Dos,,june 1991,01.06.1991,https://www.pouet.net/prod.php?which=22783,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-8.zip,https://www.pouet.net/mirrors.php?which=22783
Software Chronicles Digest #9,Software Chronicles Digest,MS-Dos,,june 1991,01.06.1991,https://www.pouet.net/prod.php?which=22784,https://ftp.untergrund.net/users/irokos/magz/software%20chronicle%20digest/scd-9.zip,https://www.pouet.net/mirrors.php?which=22784
Solid Matter #2,Solid Matter,Commodore 64,Silicon Limited,1991,01.01.1991,https://www.pouet.net/prod.php?which=44680,http://noname.c64.org/csdb/release/download.php?id=11236,"http://csdb.dk/release/?id=5476, https://www.pouet.net/mirrors.php?which=44680"
Solid Matter $01,Solid Matter,Commodore 64,Silicon Limited,,,https://www.pouet.net/prod.php?which=15327,http://csdb.dk/getinternalfile.php/64654/Solid_Matter_01.zip,"http://csdb.dk/release/?id=9974, https://www.pouet.net/mirrors.php?which=15327"
Solid Sound #001,Solid Sound,Commodore 64,Dunex,1990,01.01.1990,https://www.pouet.net/prod.php?which=45051,http://noname.c64.org/csdb/release/download.php?id=18082,"http://csdb.dk/release/?id=10272, https://www.pouet.net/mirrors.php?which=45051"
Solid Sound #002,Solid Sound,Commodore 64,Dunex,1991,01.01.1991,https://www.pouet.net/prod.php?which=45047,http://csdb.dk/getinternalfile.php/64650/Solid_Sound_02.zip,"http://csdb.dk/release/?id=9387, https://www.pouet.net/mirrors.php?which=45047"
Solid Sound #003,Solid Sound,Commodore 64,Dunex,may 1991,01.05.1991,https://www.pouet.net/prod.php?which=45043,http://noname.c64.org/csdb/release/download.php?id=18080,"http://csdb.dk/release/?id=9388, https://www.pouet.net/mirrors.php?which=45043"
Solid Sound #004,Solid Sound,Commodore 64,Dunex,1991,01.01.1991,https://www.pouet.net/prod.php?which=45046,http://csdb.dk/getinternalfile.php/32531/Solid_Sound_04.zip,"http://csdb.dk/release/?id=41951, https://www.pouet.net/mirrors.php?which=45046"
Solid Sound #006,Solid Sound,Commodore 64,Dunex,1991,01.01.1991,https://www.pouet.net/prod.php?which=45045,http://csdb.dk/getinternalfile.php/32593/solid sound %236 - dunex.zip,"http://csdb.dk/release/?id=42005, https://www.pouet.net/mirrors.php?which=45045"
Somewhere In Holland Party Report,Somewhere In Holland Party Report,Amiga OCS/ECS,White Label,1993,01.01.1993,https://www.pouet.net/prod.php?which=49809,http://ftp.amigascne.org/pub/amiga/Groups/W/WhiteLabel/WL-SIH93PartyMag,"http://demozoo.org/productions/27020/, https://www.pouet.net/mirrors.php?which=49809"
Soulnews #03,Soulnews,Commodore 64,Compagnions,december 1990,01.12.1990,https://www.pouet.net/prod.php?which=37285,http://csdb.dk/getinternalfile.php/44689/Soulnews %2303.d64,"http://csdb.dk/release/?id=53071, http://demozoo.org/productions/268229/, https://www.pouet.net/mirrors.php?which=37285"
Soulnews #04,Soulnews,Commodore 64,Compagnions,january 1991,01.01.1991,https://www.pouet.net/prod.php?which=37282,http://csdb.dk/getinternalfile.php/38480/soulnews04.zip,"http://csdb.dk/release/?id=47375, http://demozoo.org/productions/268230/, https://www.pouet.net/mirrors.php?which=37282"
Soulnews #05,Soulnews,Commodore 64,Compagnions,february 1991,01.02.1991,https://www.pouet.net/prod.php?which=37281,http://noname.c64.org/csdb/release/download.php?id=28903,"http://csdb.dk/release/?id=25706, http://demozoo.org/productions/268231/, https://www.pouet.net/mirrors.php?which=37281"
Soulnews #06,Soulnews,Commodore 64,Compagnions,march 1991,01.03.1991,https://www.pouet.net/prod.php?which=37280,http://csdb.dk/getinternalfile.php/9243/cps mag soulnews 6.d64,"http://csdb.dk/release/?id=21334, http://demozoo.org/productions/268232/, https://www.pouet.net/mirrors.php?which=37280"
