issue,title,platform,release,collection,creator,description,downloads,format,identifier,item_size,language,mediatype,num_reviews,oai_updatedate,publicdate,publisher,reviewdate,subject,link
Buccaneering #1 (1989)(Warriors of Time),Buccaneering,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Buccaneering #1 (1989)(Warriors of Time),88,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Buccaneering_1_1989_Warriors_of_Time,9248795,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Buccaneering_1_1989_Warriors_of_Time
Buccaneering #2 (1989)(Warriors of Time),Buccaneering,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Buccaneering #2 (1989)(Warriors of Time),67,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Buccaneering_2_1989_Warriors_of_Time,10464776,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Buccaneering_2_1989_Warriors_of_Time
Buccaneering #4 (1989)(Warriors of Time),Buccaneering,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Buccaneering #4 (1989)(Warriors of Time),131,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Buccaneering_4_1989_Warriors_of_Time,8307667,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Buccaneering_4_1989_Warriors_of_Time
Buccaneering #5 (1989)(Warriors of Time),Buccaneering,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Buccaneering #5 (1989)(Warriors of Time),65,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Buccaneering_5_1989_Warriors_of_Time,6578591,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Buccaneering_5_1989_Warriors_of_Time
Buccaneering #6 (1989)(Warriors of Time),Buccaneering,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Buccaneering #6 (1989)(Warriors of Time),68,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Buccaneering_6_1989_Warriors_of_Time,6359276,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Buccaneering_6_1989_Warriors_of_Time
Buccaneering #7 (1989)(Warriors of Time),Buccaneering,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Buccaneering #7 (1989)(Warriors of Time),68,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Buccaneering_7_1989_Warriors_of_Time,6142028,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Buccaneering_7_1989_Warriors_of_Time
Bull and Bear #1,Bull & Bear,Amiga,01.01.1992,"diskmags,softwarelibrary,emulation",Phantoms,Amiga diskmag. A parody of Amiga diskmags.,86,"Amiga Disk File,JPEG Thumb,Metadata,PNG",bull-and-bear-1,978544,English,software,,"10.01.2015, 03.04.2023",10.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/bull-and-bear-1
Busy Scene #02 (1990 10 04)(Exotic),The Busy Scene,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Busy Scene #02 (1990 10 04)(Exotic),106,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Busy_Scene_02_1990-10-04_Exotic,7878231,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Busy_Scene_02_1990-10-04_Exotic
Busy Scene #03 (19xx)(Exotic),The Busy Scene,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Busy Scene #03 (19xx)(Exotic),107,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Busy_Scene_03_19xx_Exotic,3672132,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/Busy_Scene_03_19xx_Exotic
Buzz #1,Buzz (1),Amiga,03.02.1994,"diskmags,softwarelibrary,emulation,fav-extreme_wreck_2000",Defiance,Amiga diskmag.,77,"Amiga Disk File,JPEG Thumb,Metadata,PNG",buzz-1,998144,English,software,,"10.01.2015, 03.02.2023",10.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/buzz-1
Buzz #2,Buzz (1),Amiga,21.03.1994,"diskmags,softwarelibrary,emulation,fav-extreme_wreck_2000",Defiance,Amiga diskmag.,80,"Amiga Disk File,JPEG Thumb,Metadata,PNG",buzz-2,1075909,English,software,,"10.01.2015, 27.03.2023",10.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/buzz-2
Buzz #3,Buzz (1),Amiga,21.04.1994,"diskmags,softwarelibrary,emulation,fav-extreme_wreck_2000",Defiance,Amiga diskmag.,89,"Amiga Disk File,JPEG Thumb,Metadata,PNG",buzz-3,1027282,English,software,,"10.01.2015, 03.02.2023",10.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/buzz-3
Buzz #5,Buzz (1),Amiga,28.12.1994,"diskmags,softwarelibrary,emulation,fav-extreme_wreck_2000",Defiance,Amiga diskmag.,91,"Amiga Disk File,JPEG Thumb,Metadata,PNG",buzz-5,1117700,English,software,,"10.01.2015, 02.04.2023",10.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/buzz-5
Buzz #6,Buzz (1),Amiga,31.03.1995,"diskmags,softwarelibrary,emulation,fav-extreme_wreck_2000",Defiance,Amiga diskmag.,80,"Amiga Disk File,JPEG Thumb,Metadata,PNG",buzz-6,1008841,English,software,,"10.01.2015, 30.03.2023",10.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/buzz-6
"C 64,5 #11 (1998 04 13)(Alliance)","C-64,5",Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,"C 64,5 #11 (1998 04 13)(Alliance)",69,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C-645_11_1998-04-13_Alliance,3995185,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C-645_11_1998-04-13_Alliance
C 64.5 #01 (1995)(Bora),"C-64,5",Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C 64.5 #01 (1995)(Bora),87,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C-64.5_01_1995_Bora,2173949,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C-64.5_01_1995_Bora
C Mag #1 (1990)(Citz Design),C-Mag,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C Mag #1 (1990)(Citz Design),60,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C-Mag_1_1990_Citz_Design,5345129,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C-Mag_1_1990_Citz_Design
C Mag #1 2 (1990)(Citz Design),C-Mag,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C Mag #1 2 (1990)(Citz Design),79,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C-Mag_1-2_1990_Citz_Design,2565809,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C-Mag_1-2_1990_Citz_Design
C Mag #2 (1990)(Citz Design),C-Mag,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C Mag #2 (1990)(Citz Design),68,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C-Mag_2_1990_Citz_Design,1048005,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C-Mag_2_1990_Citz_Design
C64 Fever 92 01 (1992)( )(de),C64 Fever,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C64 Fever 92 01 (1992)( )(de),88,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C64_Fever_92-01_1992_-_de,652497,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C64_Fever_92-01_1992_-_de
C64 Fever 92 02 (1992)( )(de),C64 Fever,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C64 Fever 92 02 (1992)( )(de),98,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C64_Fever_92-02_1992_-_de,454752,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C64_Fever_92-02_1992_-_de
C64 Live #6 (19xx)( )(de),C64 Live,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,C64 Live #6 (19xx)( )(de),118,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C64_Live_6_19xx_-_de,1413850,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C64_Live_6_19xx_-_de
"C64,5 #08 (1996 06 07)(Bora)(cs)","C-64,5",Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,"C64,5 #08 (1996 06 07)(Bora)(cs)",140,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C645_08_1996-06-07_Bora_cs,6044564,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C645_08_1996-06-07_Bora_cs
"C64,5 #09 (1997 04 20)(Alliance)(cs)(Side A)","C-64,5",Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,"C64,5 #09 (1997 04 20)(Alliance)(cs)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",125,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C645_09_1997-04-20_Alliance_cs_Side_A,3264033,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C645_09_1997-04-20_Alliance_cs_Side_A
"C64,5 #10 (1997)(Alliance)(cs)(Side A)","C-64,5",Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,"C64,5 #10 (1997)(Alliance)(cs)(Side A) NOTE: This emulation has multiple disk images. To switch between them, press ALT-8 and select among the .d64 filenames to load that floppy into the drive.",115,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",C645_10_1997_Alliance_cs_Side_A,3458804,English,software,,"02.09.2018, 09.06.2020",02.09.2018,,,,https://archive.org/details/C645_10_1997_Alliance_cs_Side_A
Cabal #2,Cabal,Amiga,01.08.1996,"diskmags,softwarelibrary,fav-werep",Raven,,521,"Amiga Disk File,Archive BitTorrent,Item Image,Item Tile,JPEG Thumb,Metadata,PNG",cabal-1,1136600,"English, French",software,,"10.06.2016, 09.02.2021",10.06.2016,,,Amiga diskmags,https://archive.org/details/cabal-1
Canid Productions magazine #1,Canid Productions magazine,MS-DOS,08.10.1998,"diskmags,softwarelibrary_msdos_zzt,softwarelibrary_msdos,softwarelibrary",Flatcoat Lab,,97,"Animated GIF,Emulator Screenshot,Item Image,JPEG,JPEG Thumb,Metadata,ZIP",zzt_candid1,1014874,,software,,"14.02.2016, 09.01.2017",14.02.2016,Canid Productions,,ZZT diskmags,https://archive.org/details/zzt_candid1
Carma #1 (19xx)(Fantasia),Carma,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Carma #1 (19xx)(Fantasia),263,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Carma_1_19xx_Fantasia,7982989,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Carma_1_19xx_Fantasia
CCCP #1 (1990)(Lazer),CCCP,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,CCCP #1 (1990)(Lazer),123,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",CCCP_1_1990_Lazer,5108402,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/CCCP_1_1990_Lazer
CD Ultra,CD Ultra,MS-DOS,,"softwarelibrary_msdos_games,softwarelibrary_msdos,softwarelibrary,emulation",,"Hungarian PC Ultra magazin, CD Ultra archive of all CoV mags",96,"Archive BitTorrent,Backup,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",cdultra_20201125,615582,,software,,"25.11.2020, 12.04.2022",25.11.2020,,,"diskmag,hungarian,cd",https://archive.org/details/cdultra_20201125
Cemetery News #1,Cemetery News,Amiga,27.11.1992,"diskmags,softwarelibrary,emulation",Bronx,Amiga diskmag.,70,"Amiga Disk File,JPEG Thumb,Metadata,PNG",cemetery-news-1,996927,English,software,,"08.01.2015, 29.03.2023",08.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/cemetery-news-1
Cemetery News #1 (1990)(Bronx),Cemetery News,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Cemetery News #1 (1990)(Bronx),84,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Cemetery_News_1_1990_Bronx,5111524,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Cemetery_News_1_1990_Bronx
Cemetery News #2,Cemetery News,Amiga,01.04.1993,"diskmags,softwarelibrary,emulation",Bronx,Amiga diskmag.,77,"Amiga Disk File,JPEG Thumb,Metadata,PNG",cemetery-news-2,1006618,English,software,,"08.01.2015, 02.04.2023",08.01.2015,,,"diskmags,Amiga diskmags",https://archive.org/details/cemetery-news-2
Cemetery News #2 (1991 01 26)(Bronx),Cemetery News,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Cemetery News #2 (1991 01 26)(Bronx),65,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Cemetery_News_2_1991-01-26_Bronx,825457,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Cemetery_News_2_1991-01-26_Bronx
Channel #1 (1995 05 20)(Leader),CHNL,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel #1 (1995 05 20)(Leader),64,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_1995-05-20_Leader,7804482,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_1995-05-20_Leader
Channel #2 (1995 07 24)(Leader),CHNL,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel #2 (1995 07 24)(Leader),131,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_2_1995-07-24_Leader,11200536,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_2_1995-07-24_Leader
Channel #3 (1995 08)(Leader),CHNL,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel #3 (1995 08)(Leader),120,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_3_1995-08_Leader,3611339,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_3_1995-08_Leader
Channel #4 (1995 10 01)(Leader),CHNL,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel #4 (1995 10 01)(Leader),86,"Advanced Audio Coding,Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata",Channel_4_1995-10-01_Leader,3116857,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_4_1995-10-01_Leader
Channel #5 (1996 03 09)(Leader),CHNL,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel #5 (1996 03 09)(Leader),67,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_5_1996-03-09_Leader,1928824,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_5_1996-03-09_Leader
Channel #6 (1996 08 14)(Leader),CHNL,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel #6 (1996 08 14)(Leader),238,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_6_1996-08-14_Leader,2855772,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_6_1996-08-14_Leader
Channel 1 #1 (1996 02 10)(Channel 1 Staff Raiders of the Lost Empire),Channel 1,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel 1 #1 (1996 02 10)(Channel 1 Staff Raiders of the Lost Empire),77,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_1_1996-02-10_Channel_1_Staff_Raiders_of_the_Lost_Empire,2989887,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_1_1996-02-10_Channel_1_Staff_Raiders_of_the_Lost_Empire
Channel 1 #2 (1996 04 06)(Raiders of the Lost Empire),Channel 1,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel 1 #2 (1996 04 06)(Raiders of the Lost Empire),109,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_2_1996-04-06_Raiders_of_the_Lost_Empire,2407895,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_2_1996-04-06_Raiders_of_the_Lost_Empire
Channel 1 #4 (1997 08 01)(Channel 1 Staff Raiders of the Lost Empire),Channel 1,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel 1 #4 (1997 08 01)(Channel 1 Staff Raiders of the Lost Empire),169,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_4_1997-08-01_Channel_1_Staff_Raiders_of_the_Lost_Empire,2308267,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_4_1997-08-01_Channel_1_Staff_Raiders_of_the_Lost_Empire
Channel 1 #4 WP (1997 07 20)(Channel 1 Staff Raiders of the Lost Empire),Channel 1,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel 1 #4 WP (1997 07 20)(Channel 1 Staff Raiders of the Lost Empire),170,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_4_WP_1997-07-20_Channel_1_Staff_Raiders_of_the_Lost_Empire,2775263,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_4_WP_1997-07-20_Channel_1_Staff_Raiders_of_the_Lost_Empire
Channel 1 #5 (1997 09 16)(Raiders of the Lost Empire),Channel 1,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel 1 #5 (1997 09 16)(Raiders of the Lost Empire),80,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_5_1997-09-16_Raiders_of_the_Lost_Empire,543048,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_5_1997-09-16_Raiders_of_the_Lost_Empire
Channel 1 #6 (1998 02 08)(Raiders of the Lost Empire),Channel 1,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel 1 #6 (1998 02 08)(Raiders of the Lost Empire),78,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_1_6_1998-02-08_Raiders_of_the_Lost_Empire,580021,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_1_6_1998-02-08_Raiders_of_the_Lost_Empire
Channel II #1 (1998 05 01)(Raiders of the Lost Empire),Channel II,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel II #1 (1998 05 01)(Raiders of the Lost Empire),67,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_II_1_1998-05-01_Raiders_of_the_Lost_Empire,1272285,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_II_1_1998-05-01_Raiders_of_the_Lost_Empire
Channel II #2 (1998 07 15)(Raiders of the Lost Empire),Channel II,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel II #2 (1998 07 15)(Raiders of the Lost Empire),70,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_II_2_1998-07-15_Raiders_of_the_Lost_Empire,26022404,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_II_2_1998-07-15_Raiders_of_the_Lost_Empire
Channel II #3 (1998 11 11)(Raiders of the Lost Empire),Channel II,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Channel II #3 (1998 11 11)(Raiders of the Lost Empire),104,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Channel_II_3_1998-11-11_Raiders_of_the_Lost_Empire,1908331,English,software,,"02.09.2018, 10.06.2020",02.09.2018,,,,https://archive.org/details/Channel_II_3_1998-11-11_Raiders_of_the_Lost_Empire
